file,cycle,capacity,soh
B0005.mat,60,1.6945798601797895,0.9233739413255811
B0005.mat,61,1.6849029086609286,0.9181009854301658
B0005.mat,62,1.6745692479879102,0.9124701897337306
B0005.mat,63,1.6744741591159717,0.9124183759546806
B0005.mat,64,1.663716375981405,0.9065564765858088
B0005.mat,65,1.659013868748246,0.9039940876774848
B0005.mat,66,1.6538540573335014,0.9011825144288661
B0005.mat,67,1.642653782130131,0.8950795018170142
B0005.mat,68,1.6378578430223698,0.8924662020249223
B0005.mat,69,1.6327350407099108,0.8896747949788212
B0005.mat,70,1.6277528915533617,0.8869600296195381
B0005.mat,71,1.622125485521159,0.8838936647880554
B0005.mat,72,1.6113256603765849,0.8780088567930433
B0005.mat,73,1.6065631397488385,0.8754137666789544
B0005.mat,74,1.6015142233917594,0.8726626199755086
B0005.mat,75,1.590369231400328,0.8665897311002223
B0005.mat,76,1.5857889968242211,0.8640939683733557
B0005.mat,77,1.5857889968242211,0.8640939683733557
B0005.mat,78,1.5849430707374117,0.8636330245587842
B0005.mat,79,1.5747301747801037,0.8580680333689048
B0005.mat,80,1.5649019950937946,0.852712673479262
B0005.mat,81,1.5597659473370362,0.8499140490110761
B0005.mat,82,1.5594815668184234,0.8497590905069193
B0005.mat,83,1.55468935359061,0.8471478209410405
B0005.mat,84,1.5488741079890418,0.8439791026191276
B0005.mat,85,1.538236598942558,0.8381827404145773
B0005.mat,86,1.5285252629756445,0.8328910484866711
B0005.mat,87,1.527914258251028,0.8325581129585232
B0005.mat,88,1.522647325284378,0.8296881693421762
B0005.mat,89,1.522647325284378,0.8296881693421762
B0005.mat,90,1.5638491446744425,0.8521389769163629
B0005.mat,91,1.5638491446744425,0.8521389769163629
B0005.mat,92,1.5480915247767786,0.8435526742387938
B0005.mat,93,1.5323755631868592,0.8349890711085963
B0005.mat,94,1.5269528268489705,0.8320342304765623
B0005.mat,95,1.5169573017136326,0.8265876843109207
B0005.mat,96,1.5118975960142693,0.8238306585115741
B0005.mat,97,1.5065638960681105,0.8209243336714983
B0005.mat,98,1.5015453526671363,0.8181897371447938
B0005.mat,99,1.4908444050400238,0.8123588073559097
B0005.mat,100,1.485868384561201,0.809647381503628
B0005.mat,101,1.480413677976106,0.8066751203334053
B0005.mat,102,1.480413677976106,0.8066751203334053
B0005.mat,103,1.4859035988304024,0.8096665697043776
B0005.mat,104,1.4859035988304024,0.8096665697043776
B0005.mat,105,1.4808005946928984,0.8068859506531468
B0005.mat,106,1.4697543268466824,0.8008668564116891
B0005.mat,107,1.4541462067235693,0.7923620159297344
B0005.mat,108,1.4541462067235693,0.7923620159297344
B0005.mat,109,1.4541462067235693,0.7923620159297344
B0005.mat,110,1.449042163761236,0.7895808308244632
B0005.mat,111,1.4386709371480566,0.7839295655054146
B0005.mat,112,1.433445432156979,0.7810821959287952
B0005.mat,113,1.4333958900838095,0.7810552005298537
B0005.mat,114,1.42806487344776,0.7781503378213005
B0005.mat,115,1.4229203181741186,0.775347077620341
B0005.mat,116,1.417429032731308,0.7723548846872007
B0005.mat,117,1.412578792940193,0.7697119965368477
B0005.mat,118,1.412409228794446,0.7696196012964434
B0005.mat,119,1.412578792940193,0.7697119965368477
B0005.mat,120,1.4333920485221476,0.7810531072688537
B0005.mat,121,1.4333920485221476,0.7810531072688537
B0005.mat,122,1.4173547174485526,0.7723143904047234
B0005.mat,123,1.406981663677643,0.7666621294702576
B0005.mat,124,1.4012037783587625,0.7635137687085193
B0005.mat,125,1.3967008232726328,0.7610601154560543
B0005.mat,126,1.391284788852726,0.7581089266887491
B0005.mat,127,1.3862287677978349,0.7553539086464689
B0005.mat,128,1.3804366761974138,0.7521978069039212
B0005.mat,129,1.3752364150256224,0.7493641926453345
B0005.mat,130,1.3705128024895008,0.746790303490113
B0005.mat,131,1.3705085566270399,0.7467879899262337
B0005.mat,132,1.3705085566270399,0.7467879899262337
B0005.mat,133,1.375392016895762,0.7494489798633847
B0005.mat,134,1.375392016895762,0.7494489798633847
B0005.mat,135,1.3698500035838939,0.7464291453929598
B0005.mat,136,1.3647827949260758,0.7436680312431716
B0005.mat,137,1.3546417018378962,0.7381421653254754
B0005.mat,138,1.3546417018378962,0.7381421653254754
B0005.mat,139,1.3546417018378962,0.7381421653254754
B0005.mat,140,1.349314997503458,0.7352396523833916
B0005.mat,141,1.3441891937970554,0.732446609882379
B0005.mat,142,1.3389913790695755,0.7296143286875086
B0005.mat,143,1.3389145230206971,0.7295724499455059
B0005.mat,144,1.3340066759761655,0.7268981716919856
B0005.mat,145,1.3286444309174914,0.7239762926643095
B0005.mat,146,1.3231708992276219,0.7209937737236506
B0005.mat,147,1.3184664436640334,0.718430323173093
B0005.mat,148,1.318293040102702,0.7183358358410828
B0005.mat,149,1.3184664436640334,0.718430323173093
B0005.mat,150,1.323872422244268,0.7213760325289349
B0005.mat,151,1.3395306867947354,0.7299081966316936
B0005.mat,152,1.3395306867947354,0.7299081966316936
B0005.mat,153,1.3290286565120697,0.7241856565957245
B0005.mat,154,1.3236741274998955,0.721267982029836
B0005.mat,155,1.318633896753293,0.718521568102087
B0005.mat,156,1.3134751321324272,0.7157105652498317
B0005.mat,157,1.3132020634442203,0.7155617705445438
B0005.mat,158,1.3077959946944353,0.7126160120554536
B0005.mat,159,1.3033573559038205,0.7101974046528047
B0005.mat,160,1.3033573559038205,0.7101974046528047
B0005.mat,161,1.3033573559038205,0.7101974046528047
B0005.mat,162,1.2980735056918902,0.707318242855705
B0005.mat,163,1.2978870806495706,0.7072166601388714
B0005.mat,164,1.293463613844243,0.7048063199275079
B0005.mat,165,1.288003392619118,0.7018310538384737
B0005.mat,166,1.288003392619118,0.7018310538384737
B0005.mat,167,1.3090153642307354,0.7132804446272807
B0005.mat,168,1.3250793286429356,0.7220336739563685
B0006.mat,1,2.035337591005598,1.0109997932042767
B0006.mat,2,2.0251402460314116,1.005934533413619
B0006.mat,3,2.013326371345464,1.000066305500365
B0006.mat,4,2.0132846655407413,1.0000455892515536
B0006.mat,5,2.0132846655407413,1.0000455892515536
B0006.mat,6,2.013101105626967,0.9999544107484462
B0006.mat,7,2.013101105626967,0.9999544107484462
B0006.mat,8,1.9687898262728398,0.9779439617390974
B0006.mat,9,1.9681661764334244,0.977634180275095
B0006.mat,10,1.9572307917560536,0.9722023188992291
B0006.mat,11,1.9455991514129352,0.9664246110469856
B0006.mat,12,1.9347505044841131,0.9610358343398417
B0006.mat,13,1.9232799539368028,0.9553381435574786
B0006.mat,14,1.911889930948487,0.9496804526974135
B0006.mat,15,1.9010667141979305,0.944304307754691
B0006.mat,16,1.8891989948061458,0.9384093339164824
B0006.mat,17,1.878278372248849,0.932984805230981
B0006.mat,18,1.8675892574453767,0.9276752718623628
B0006.mat,19,1.8675892574453767,0.9276752718623628
B0006.mat,20,1.9575499080884022,0.9723608314464538
B0006.mat,21,1.9575499080884022,0.9723608314464538
B0006.mat,22,1.9458150170787551,0.9665318365728485
B0006.mat,23,1.9458150170787551,0.9665318365728485
B0006.mat,24,1.9242461121680094,0.955818056951831
B0006.mat,25,1.901407930553079,0.9444737979002166
B0006.mat,26,1.878674213680085,0.9331814289296194
B0006.mat,27,1.8683061328264219,0.9280313606336765
B0006.mat,28,1.8560244070082998,0.9219307401188369
B0006.mat,29,1.8560244070082998,0.9219307401188369
B0006.mat,30,1.857228890885317,0.9225290354365098
B0006.mat,31,1.8822317526092551,0.9349485417356724
B0006.mat,32,1.8822317526092551,0.9349485417356724
B0006.mat,33,1.855276687885587,0.9215593305395229
B0006.mat,34,1.8392508917181876,0.9135989426988159
B0006.mat,35,1.8185396073994429,0.9033111632877844
B0006.mat,36,1.8134770059567056,0.900796450723981
B0006.mat,37,1.7971018450305436,0.8926625252350615
B0006.mat,38,1.7810046294120476,0.8846666616823112
B0006.mat,39,1.7710130422682329,0.8797036066192009
B0006.mat,40,1.7604712448170943,0.8744672492256165
B0006.mat,41,1.7502913788006587,0.8694106716421509
B0006.mat,42,1.7502913788006587,0.8694106716421509
B0006.mat,43,1.7546766553637203,0.8715889410938581
B0006.mat,44,1.7546766553637203,0.8715889410938581
B0006.mat,45,1.7337887419624838,0.8612134258857469
B0006.mat,46,1.713325912040734,0.8510490595856867
B0006.mat,47,1.713325912040734,0.8510490595856867
B0006.mat,48,1.8081284050314708,0.8981396755269617
B0006.mat,49,1.8081284050314708,0.8981396755269617
B0006.mat,50,1.7757610945034283,0.8820620752335078
B0006.mat,51,1.7447409841836798,0.8666536607979718
B0006.mat,52,1.729207034132373,0.8589375844286667
B0006.mat,53,1.7081086552553244,0.8484575260953939
B0006.mat,54,1.6975954237461768,0.8432353580734268
B0006.mat,55,1.6820634524029463,0.8355202645747102
B0006.mat,56,1.6714768322295086,0.8302616426864418
B0006.mat,57,1.6607591387047655,0.8249379135984389
B0006.mat,58,1.651121015038069,0.8201504321128279
B0006.mat,59,1.6401349256190927,0.8146933845056931
B0006.mat,60,1.6291999416165441,0.8092617221543842
B0006.mat,61,1.6088496302961666,0.7991532464757233
B0006.mat,62,1.6035244898969248,0.7965081246707665
B0006.mat,63,1.5989712144027983,0.7942464062200747
B0006.mat,64,1.5876273123575604,0.7886116247113232
B0006.mat,65,1.5829719744686166,0.7862992094816252
B0006.mat,66,1.567137636713563,0.7784339235130323
B0006.mat,67,1.5613446139713882,0.7755563936033761
B0006.mat,68,1.5511711892790419,0.7705030155762648
B0006.mat,69,1.5406741606295171,0.7652888958936986
B0006.mat,70,1.5301570318067428,0.7600647919848851
B0006.mat,71,1.5253138744624433,0.7576590824381344
B0006.mat,72,1.5246566834474087,0.7573326402875881
B0006.mat,73,1.5145492986655427,0.7523120658288548
B0006.mat,74,1.509391504602082,0.7497500688635392
B0006.mat,75,1.5039974333050705,0.7470707074691902
B0006.mat,76,1.4935201918040188,0.7418664165261427
B0006.mat,77,1.4935201918040188,0.7418664165261427
B0006.mat,78,1.5040760088360112,0.7471097377734911
B0006.mat,79,1.5040760088360112,0.7471097377734911
B0006.mat,80,1.4887593608730894,0.7395016004347383
B0006.mat,81,1.478459982215684,0.7343856581267968
B0006.mat,82,1.4782779285546637,0.7342952278146673
B0006.mat,83,1.473214844899973,0.7317802757249064
B0006.mat,84,1.4675164935067897,0.7289497712888993
B0006.mat,85,1.4519237720967177,0.721204501810883
B0006.mat,86,1.4516292657521335,0.7210582136202714
B0006.mat,87,1.4471484694777745,0.7188324972935125
B0006.mat,88,1.4468538105659885,0.7186861333192028
B0006.mat,89,1.4468538105659885,0.7186861333192028
B0006.mat,90,1.5463902376915637,0.768128205084079
B0006.mat,91,1.5463902376915637,0.768128205084079
B0006.mat,92,1.51470559175661,0.752389700263283
B0006.mat,93,1.4989786083335404,0.744577739702679
B0006.mat,94,1.4831110745410492,0.7366959644857507
B0006.mat,95,1.4729664825468278,0.7316569083342687
B0006.mat,96,1.4627604396099307,0.7265873280620647
B0006.mat,97,1.4518364681062514,0.7211611358765548
B0006.mat,98,1.4468670644030392,0.718692716810107
B0006.mat,99,1.441380399427779,0.7159673619697688
B0006.mat,100,1.431210744960774,0.7109158567017798
B0006.mat,101,1.4260247179525716,0.7083398357723703
B0006.mat,102,1.4207006230355006,0.7056952332828642
B0006.mat,103,1.4207006230355006,0.7056952332828642
B0006.mat,104,1.431557632772571,0.7110881639924925
B0006.mat,105,1.431557632772571,0.7110881639924925
B0006.mat,106,1.415015751158943,0.7028714244380853
B0006.mat,107,1.4097311506517451,0.7002464397458384
B0006.mat,108,1.404917318129309,0.6978552965240901
B0006.mat,109,1.395164296571563,0.6930107425682391
B0006.mat,110,1.3945343832614077,0.6926978498918016
B0006.mat,111,1.3893171179312644,0.6901063121571398
B0006.mat,112,1.3838379472327809,0.687384679899387
B0006.mat,113,1.3786059891863676,0.6847858439488536
B0006.mat,114,1.3737600299108574,0.6823787426173263
B0006.mat,115,1.3737600299108574,0.6823787426173263
B0006.mat,116,1.3682580583942712,0.6796457846598524
B0006.mat,117,1.3633024037317505,0.6771841950635413
B0006.mat,118,1.3580966140172601,0.6745983575356184
B0006.mat,119,1.3580966140172601,0.6745983575356184
B0006.mat,120,1.3841605738237488,0.6875449360741819
B0006.mat,121,1.3841605738237488,0.6875449360741819
B0006.mat,122,1.378719022627353,0.6848419903031323
B0006.mat,123,1.3682657783199066,0.6796496193275043
B0006.mat,124,1.3573151296618016,0.6742101759753443
B0006.mat,125,1.3524934638801596,0.6718151417905083
B0006.mat,126,1.3474099151661236,0.6692900242270405
B0006.mat,127,1.3370075130842318,0.6641229077741753
B0006.mat,128,1.3312352966718526,0.6612557128552417
B0006.mat,129,1.3259303781727643,0.658620635741133
B0006.mat,130,1.321578743867529,0.6564590771858666
B0006.mat,131,1.321225074066109,0.65628340112226
B0006.mat,132,1.3209025697502388,0.6561232056843666
B0006.mat,133,1.3209025697502388,0.6561232056843666
B0006.mat,134,1.3260128072353616,0.6586615801847517
B0006.mat,135,1.3260128072353616,0.6586615801847517
B0006.mat,136,1.3101186784831063,0.6507665946291844
B0006.mat,137,1.30521620229393,0.648331420024564
B0006.mat,138,1.3004061951355774,0.6459421769506409
B0006.mat,139,1.300235735841116,0.6458575058316031
B0006.mat,140,1.2895066722480755,0.6405281289647019
B0006.mat,141,1.279253057384795,0.6354349186038344
B0006.mat,142,1.2792078171714618,0.6354124467315875
B0006.mat,143,1.2741273923001468,0.6328888808538741
B0006.mat,144,1.274036760902923,0.6328438621187727
B0006.mat,145,1.2637639426440779,0.6277411129821118
B0006.mat,146,1.2581373688955233,0.6249462621812543
B0006.mat,147,1.253259864055301,0.622523491429803
B0006.mat,148,1.2532313315493426,0.6225093186666453
B0006.mat,149,1.2532313315493426,0.6225093186666453
B0006.mat,150,1.2534354284944844,0.6226106983936467
B0006.mat,151,1.2635402021758835,0.6276299758576978
B0006.mat,152,1.2635402021758835,0.6276299758576978
B0006.mat,153,1.2479761706842853,0.6198989573333181
B0006.mat,154,1.2321202877943334,0.6120229693922254
B0006.mat,155,1.2271137666213534,0.6095361132102715
B0006.mat,156,1.2217397581377356,0.6068667174846556
B0006.mat,157,1.211102678915174,0.6015830314063211
B0006.mat,158,1.2056159765131735,0.5988576579752456
B0006.mat,159,1.2008936262717274,0.5965119561424693
B0006.mat,160,1.1905903985558335,0.5913941019171371
B0006.mat,161,1.185179251041941,0.588706258366407
B0006.mat,162,1.1796706818144624,0.5859700231715955
B0006.mat,163,1.1745952836753915,0.5834489541893758
B0006.mat,164,1.1644009557372264,0.5783851930310858
B0006.mat,165,1.1587974947916069,0.5756018229001139
B0006.mat,166,1.1644009557372264,0.5783851930310858
B0006.mat,167,1.1749748834769171,0.5836375102906038
B0006.mat,168,1.1856752327929356,0.5889526241044077
B0007.mat,1,1.89105229539079,1.005524448294735
B0007.mat,2,1.8806626717011388,1.0
B0007.mat,3,1.8806626717011388,1.0
B0007.mat,4,1.8806626717011388,1.0
B0007.mat,5,1.8807003517117404,1.0000200354966198
B0007.mat,6,1.8799352523566075,0.9996132111539847
B0007.mat,7,1.8807003517117404,1.0000200354966198
B0007.mat,8,1.8799352523566075,0.9996132111539847
B0007.mat,9,1.870052380139199,0.9943582165363328
B0007.mat,10,1.8700442394188577,0.9943538878917205
B0007.mat,11,1.8700442394188577,0.9943538878917205
B0007.mat,12,1.8596518987766364,0.9888279949186756
B0007.mat,13,1.8590746560862206,0.988521059124659
B0007.mat,14,1.8590746560862206,0.988521059124659
B0007.mat,15,1.8590084577709232,0.9884858596621007
B0007.mat,16,1.8587355450601035,0.9883407444774766
B0007.mat,17,1.8485252916137047,0.9829116722679647
B0007.mat,18,1.848378951850034,0.982833859396006
B0007.mat,19,1.8485252916137047,0.9829116722679647
B0007.mat,20,1.8807805437609766,1.000062675811889
B0007.mat,21,1.8810954313244785,1.0002301101786364
B0007.mat,22,1.8810954313244785,1.0002301101786364
B0007.mat,23,1.8710089649779995,0.9948668589702974
B0007.mat,24,1.8706715362800985,0.9946874388632371
B0007.mat,25,1.8701995151941375,0.9944364522865035
B0007.mat,26,1.860033909718346,0.9890311206293401
B0007.mat,27,1.8596124644020169,0.9888070265785193
B0007.mat,28,1.8591653109160768,0.9885692627877722
B0007.mat,29,1.849201702126164,0.9832713383168726
B0007.mat,30,1.849201702126164,0.9832713383168726
B0007.mat,31,1.8628211117905844,0.9905131525291476
B0007.mat,32,1.8628211117905844,0.9905131525291476
B0007.mat,33,1.852085039652352,0.9848044880781639
B0007.mat,34,1.8469504648208708,0.9820742936053631
B0007.mat,35,1.8371619619672275,0.9768694777705333
B0007.mat,36,1.836828431169018,0.9766921302838053
B0007.mat,37,1.8316722583718854,0.9739504515794215
B0007.mat,38,1.8211470951317783,0.9683539331827509
B0007.mat,39,1.816506091511515,0.965886184080215
B0007.mat,40,1.8116056333939583,0.9632804758948528
B0007.mat,41,1.8113815601504555,0.9631613299965083
B0007.mat,42,1.8116056333939583,0.9632804758948528
B0007.mat,43,1.8062641938283535,0.9604402857608224
B0007.mat,44,1.8062641938283535,0.9604402857608224
B0007.mat,45,1.7958310249900458,0.9548926833144621
B0007.mat,46,1.7858852600390451,0.9496042469028412
B0007.mat,47,1.7858852600390451,0.9496042469028412
B0007.mat,48,1.8150756899575577,0.9651256002841515
B0007.mat,49,1.8150756899575577,0.9651256002841515
B0007.mat,50,1.8002432178056673,0.9572387674272661
B0007.mat,51,1.7904476205609308,0.9520301793098256
B0007.mat,52,1.780343032300132,0.9466572921818757
B0007.mat,53,1.775328769596812,0.9439910709723144
B0007.mat,54,1.7702629734732853,0.9412974480277251
B0007.mat,55,1.760081061854204,0.9358834459462825
B0007.mat,56,1.749650075059311,0.9303370037523415
B0007.mat,57,1.749647593537689,0.9303356842591334
B0007.mat,58,1.745028739214683,0.9278797125463393
B0007.mat,59,1.7396457455286727,0.9250174269450936
B0007.mat,60,1.7285642277717963,0.9191250795700842
B0007.mat,61,1.723900324588418,0.9166451541408419
B0007.mat,62,1.7139788776485192,0.9113696482836834
B0007.mat,63,1.7139701997004613,0.9113650339803379
B0007.mat,64,1.7040137474382486,0.9060709148317897
B0007.mat,65,1.7036521173638766,0.9058786261881039
B0007.mat,66,1.6935716157343033,0.9005185465835807
B0007.mat,67,1.6876577363877656,0.8973739744944307
B0007.mat,68,1.6830744356583152,0.894936907603905
B0007.mat,69,1.6779270142025482,0.8921998822281044
B0007.mat,70,1.6732060275966172,0.8896896039751412
B0007.mat,71,1.6674367208253988,0.886621905095363
B0007.mat,72,1.6622662630667526,0.8838726306845675
B0007.mat,73,1.6574243065763063,0.8812980294212445
B0007.mat,74,1.652538684928734,0.8787002101944965
B0007.mat,75,1.6472174627573322,0.8758707702042889
B0007.mat,76,1.6364136810898071,0.8701261027367561
B0007.mat,77,1.6364136810898071,0.8701261027367561
B0007.mat,78,1.6362554312048496,0.8700419569261656
B0007.mat,79,1.6315700789656966,0.867550626444812
B0007.mat,80,1.621213282987236,0.8620436335458184
B0007.mat,81,1.6164273214762122,0.8594988063511068
B0007.mat,82,1.6164273214762122,0.8594988063511068
B0007.mat,83,1.615823510161921,0.859177743289997
B0007.mat,84,1.6108655863730026,0.8565414790287227
B0007.mat,85,1.6006603374309376,0.8511150678516274
B0007.mat,86,1.5962179519462243,0.8487529294673445
B0007.mat,87,1.5959174487005663,0.8485931436374986
B0007.mat,88,1.5958065114633972,0.8485341552613064
B0007.mat,89,1.5958065114633972,0.8485341552613064
B0007.mat,90,1.6259938279733204,0.86458558062544
B0007.mat,91,1.6259938279733204,0.86458558062544
B0007.mat,92,1.6157433862812898,0.8591351392218476
B0007.mat,93,1.6056626764846538,0.8537749489291794
B0007.mat,94,1.5949746921524348,0.8480918540855138
B0007.mat,95,1.5904102438871945,0.8456648115680423
B0007.mat,96,1.5853517062988178,0.8429750481859675
B0007.mat,97,1.5799737147242376,0.8401154223447657
B0007.mat,98,1.5752185465278068,0.8375869688012445
B0007.mat,99,1.5702565375950357,0.8349485323567742
B0007.mat,100,1.569798484648868,0.8347049730236412
B0007.mat,101,1.565249873909438,0.8322863517536633
B0007.mat,102,1.5649820533392105,0.8321439442000612
B0007.mat,103,1.5649820533392105,0.8321439442000612
B0007.mat,104,1.5652811168780458,0.8323029644982441
B0007.mat,105,1.5652811168780458,0.8323029644982441
B0007.mat,106,1.559755497470126,0.8293648408830603
B0007.mat,107,1.549897685670499,0.8241231715778944
B0007.mat,108,1.5450187488690073,0.8215289068674249
B0007.mat,109,1.5445940154102908,0.821303064420979
B0007.mat,110,1.5445940154102908,0.821303064420979
B0007.mat,111,1.5343086721758876,0.8158340649086424
B0007.mat,112,1.5289260249179843,0.8129719635127368
B0007.mat,113,1.5289260249179843,0.8129719635127368
B0007.mat,114,1.5289260249179843,0.8129719635127368
B0007.mat,115,1.5239059324661248,0.8103026424657472
B0007.mat,116,1.5186675419100615,0.8075172463206082
B0007.mat,117,1.5136482266426952,0.8048483385239611
B0007.mat,118,1.5136482266426952,0.8048483385239611
B0007.mat,119,1.5139470614867965,0.8050072372188721
B0007.mat,120,1.5339599193158786,0.8156486234335406
B0007.mat,121,1.5339599193158786,0.8156486234335406
B0007.mat,122,1.5236247972838737,0.8101531551672106
B0007.mat,123,1.5135813035589147,0.8048127536820926
B0007.mat,124,1.5077850749847914,0.80173073974023
B0007.mat,125,1.5031960676037333,0.799290638466296
B0007.mat,126,1.4978220596995881,0.7964331308520868
B0007.mat,127,1.492848534633516,0.7937885709632189
B0007.mat,128,1.492414389867026,0.7935577242659227
B0007.mat,129,1.487482776538081,0.7909354499989039
B0007.mat,130,1.4827874322228984,0.7884388064562661
B0007.mat,131,1.482535148640411,0.7883046603458107
B0007.mat,132,1.4819015554137276,0.7879677614238417
B0007.mat,133,1.4819015554137276,0.7879677614238417
B0007.mat,134,1.4820775214392872,0.7880613273930117
B0007.mat,135,1.4820775214392872,0.7880613273930117
B0007.mat,136,1.4771155312812152,0.7854229009315646
B0007.mat,137,1.472248013656454,0.7828347081110211
B0007.mat,138,1.4720772783056488,0.7827439234352925
B0007.mat,139,1.4670106672274665,0.7800498671569279
B0007.mat,140,1.4617672495335379,0.777261797944502
B0007.mat,141,1.4566952670489708,0.7745648855418226
B0007.mat,142,1.451615926257375,0.7718640605251802
B0007.mat,143,1.451354972758956,0.7717253043822815
B0007.mat,144,1.4468161332173683,0.7693118787265885
B0007.mat,145,1.4467570607768785,0.7692804682873966
B0007.mat,146,1.4413797481446793,0.7664212034585077
B0007.mat,147,1.4368154153924828,0.7639942223624945
B0007.mat,148,1.4362945145860047,0.763717245095749
B0007.mat,149,1.4368154153924828,0.7639942223624945
B0007.mat,150,1.4418575315878015,0.7666752540388226
B0007.mat,151,1.4518640367848885,0.7719959877076819
B0007.mat,152,1.4518640367848885,0.7719959877076819
B0007.mat,153,1.4471379752748499,0.7694830109888088
B0007.mat,154,1.441790586562399,0.7666396575299911
B0007.mat,155,1.4318084249673686,0.7613318680230078
B0007.mat,156,1.431630947911111,0.761237498597311
B0007.mat,157,1.4262562585106868,0.7583796286128112
B0007.mat,158,1.4260877528924913,0.7582900295471567
B0007.mat,159,1.4212633510031694,0.7557247625474358
B0007.mat,160,1.4165781829175994,0.7532335299856006
B0007.mat,161,1.4163272748795108,0.7531001152898851
B0007.mat,162,1.4109949628347804,0.7502647785094155
B0007.mat,163,1.4108401729425177,0.7501824724719789
B0007.mat,164,1.4063358479692922,0.7477873991603194
B0007.mat,165,1.4061714290398801,0.7476999730993431
B0007.mat,166,1.4063358479692922,0.7477873991603194
B0007.mat,167,1.4217865046055154,0.7560029376876234
B0007.mat,168,1.4324552720625434,0.7616758143909068
B0018.mat,1,1.8550045207910817,1.013884597158165
B0018.mat,2,1.8431955317089987,1.00743019125018
B0018.mat,3,1.8396018424355423,1.0054659986239667
B0018.mat,4,1.8327002069419656,1.0016937911475379
B0018.mat,5,1.8306736044962053,1.0005861167557561
B0018.mat,6,1.8285288846046388,0.999413883244244
B0018.mat,7,1.8212011895697924,0.9954088056041448
B0018.mat,8,1.8151700106433282,0.9921123611223603
B0018.mat,9,1.8151700106433282,0.9921123611223603
B0018.mat,10,1.8121253520255494,0.9904482506355275
B0018.mat,11,1.8121253520255494,0.9904482506355275
B0018.mat,12,1.8046916382117766,0.986385226609984
B0018.mat,13,1.790844349786295,0.978816753169814
B0018.mat,14,1.783470722841926,0.9747865706552734
B0018.mat,15,1.7809386125310702,0.9734026022531979
B0018.mat,16,1.771209039672698,0.9680847370148831
B0018.mat,17,1.7686303996707076,0.9666753370105536
B0018.mat,18,1.7536304801917124,0.9584768732613224
B0018.mat,19,1.7462197416415093,0.9544264067608887
B0018.mat,20,1.7376647337053737,0.9497505201644967
